URL,Name,Height,Weight,Reach,Stance,DOB
http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985"
http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Bogdan Guskov,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992"
http://ufcstats.com/fighter-details/64facb6cc564262d,Punahele Soriano,"5' 11""",170 lbs.,"72""",Southpaw,"Nov 22, 1992"
http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995"
http://ufcstats.com/fighter-details/4333a8e70a672eb7,Brogan Walker,"5' 4""",125 lbs.,"67""",Switch,"Aug 02, 1988"
http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Chepe Mariscal,"5' 7""",145 lbs.,"69""",Orthodox,"Oct 27, 1992"
http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,Gregory Rodrigues,"6' 3""",185 lbs.,"75""",Orthodox,"Feb 17, 1992"
http://ufcstats.com/fighter-details/7674b836ce0698a0,Yousri Belgaroui,"6' 6""",185 lbs.,"79""",Orthodox,"Jun 02, 1992"
http://ufcstats.com/fighter-details/17923f676f100e16,Tallison Teixeira,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999"
http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988"
http://ufcstats.com/fighter-details/040a74bb0a465c54,Arnold Allen,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994"
http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,Julija Stoliarenko,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993"
http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989"
http://ufcstats.com/fighter-details/fd406a32a6fb3a29,Chris Duncan,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993"
http://ufcstats.com/fighter-details/f9ab66e67240db7b,Joselyne Edwards,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995"
http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Carlos Prates,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993"
http://ufcstats.com/fighter-details/32feae6d9a1e5047,Quang Le,"5' 7""",135 lbs.,"70""",Orthodox,"Oct 18, 1991"
http://ufcstats.com/fighter-details/681399317dbf4701,Uros Medic,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993"
http://ufcstats.com/fighter-details/2e7878927067fdca,Manuel Torres,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995"
http://ufcstats.com/fighter-details/1e719d4b676dc19a,Brunno Ferreira,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992"
http://ufcstats.com/fighter-details/7498b3ac79a3b948,Taiyilake Nueraji,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 12, 2001"
http://ufcstats.com/fighter-details/9e8f6c728eb01124,Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988"
http://ufcstats.com/fighter-details/baa9be02c3e3e038,Jose Daniel Medina,"6' 0""",185 lbs.,"74""",Orthodox,"May 17, 1991"
http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,Nurullo Aliev,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000"
http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992"
http://ufcstats.com/fighter-details/ae81a3ac7b260411,Tofiq Musayev,"5' 9""",155 lbs.,"69""",Orthodox,"Dec 15, 1989"
http://ufcstats.com/fighter-details/e803242fb2e41112,Islam Dulatov,"6' 3""",170 lbs.,"75""",Orthodox,"Aug 02, 1998"
http://ufcstats.com/fighter-details/92aed9d16794f42b,Robert Ruchala,"5' 8""",145 lbs.,"72""",Switch,"May 15, 1998"
http://ufcstats.com/fighter-details/095854a135e6db55,Marcus Buchecha,"6' 2""",255 lbs.,"77""",Orthodox,"Jan 08, 1990"
http://ufcstats.com/fighter-details/beecb672a279223e,Amanda Ribas,"5' 4""",115 lbs.,"66""",Orthodox,"Aug 26, 1993"
http://ufcstats.com/fighter-details/3753714927f18437,Mohammad Yahya,"5' 9""",145 lbs.,"73""",Switch,"May 23, 1994"
http://ufcstats.com/fighter-details/1091d4d957141094,Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992"
http://ufcstats.com/fighter-details/d7c3816669784109,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985"
http://ufcstats.com/fighter-details/5987b2458f4b5290,Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992"
http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,Manel Kape,"5' 5""",125 lbs.,"68""",Southpaw,"Nov 14, 1993"
http://ufcstats.com/fighter-details/19c591115a58982c,Viacheslav Borshchev,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 08, 1992"
http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,Youssef Zalal,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996"
http://ufcstats.com/fighter-details/cc8c623cca88f54f,Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991"
http://ufcstats.com/fighter-details/60425d07ef4b91a7,Kyler Phillips,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995"
http://ufcstats.com/fighter-details/450bcab0968562c4,John Yannis,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 07, 1994"
http://ufcstats.com/fighter-details/99bd51917728c25d,Grant Dawson,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994"
http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993"
http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,Marcin Tybura,"6' 3""",246 lbs.,"78""",Orthodox,"Nov 09, 1985"
http://ufcstats.com/fighter-details/07bc580bdf3eb9c8,Lance Gibson Jr.,"5' 9""",155 lbs.,"72""",,"Feb 02, 1995"
http://ufcstats.com/fighter-details/9d62c2d8ee151f08,Karine Silva,"5' 5""",125 lbs.,"67""",Orthodox,"Dec 02, 1993"
http://ufcstats.com/fighter-details/4798e823ada58fe9,Veronica Hardy,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995"
http://ufcstats.com/fighter-details/8f765fd5775a8873,Rinat Fakhretdinov,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991"
http://ufcstats.com/fighter-details/009341ed974bad72,Jiri Prochazka,"6' 3""",205 lbs.,"80""",Orthodox,"Oct 14, 1992"
http://ufcstats.com/fighter-details/24656ef4d605c96f,Aiemann Zahabi,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1987"
http://ufcstats.com/fighter-details/b9437600497350f3,Joaquin Buckley,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994"
http://ufcstats.com/fighter-details/595db60957de51d3,Michel Pereira,"6' 1""",185 lbs.,"73""",Orthodox,"Oct 06, 1993"
http://ufcstats.com/fighter-details/260e9e0d4954aea6,Rodolfo Vieira,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989"
http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,Austen Lane,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987"
http://ufcstats.com/fighter-details/31ef8b67e13495b3,Tecia Pennington,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989"
http://ufcstats.com/fighter-details/a57cb948c4c70a47,Isaac Dulgarian,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 04, 1996"
http://ufcstats.com/fighter-details/8e382b585a92affe,Phil Rowe,"6' 3""",170 lbs.,"80""",Orthodox,"Jul 18, 1990"
http://ufcstats.com/fighter-details/d25240135aee03e5,Tabatha Ricci,"5' 1""",115 lbs.,"61""",Orthodox,"Feb 21, 1995"
http://ufcstats.com/fighter-details/ffd3224638c01b57,Jean Matsumoto,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999"
http://ufcstats.com/fighter-details/6551c64fbcd1a467,Ariane da Silva,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994"
http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Luana Santos,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000"
http://ufcstats.com/fighter-details/3eeec2f53cebdf12,Jackson McVey,"6' 4""",185 lbs.,"77""",Southpaw,"Mar 25, 1999"
http://ufcstats.com/fighter-details/d66a46de8d705353,Jeremiah Wells,"5' 9""",170 lbs.,"74""",Switch,"Oct 30, 1986"
http://ufcstats.com/fighter-details/148bb103cfbf123e,Toshiomi Kazama,"5' 7""",135 lbs.,"69""",Orthodox,"May 15, 1997"
http://ufcstats.com/fighter-details/72ea1984c52019b5,Saimon Oliveira,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991"
http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,Dricus Du Plessis,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994"
http://ufcstats.com/fighter-details/6add18754930182b,Julius Walker,"6' 4""",205 lbs.,"78""",Orthodox,"Jul 16, 1999"
http://ufcstats.com/fighter-details/0f1efce7d2571d10,Nikolay Veretennikov,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989"
http://ufcstats.com/fighter-details/084532da3d25f3b8,Cezary Oleksiejczuk,"6' 3""",185 lbs.,"75""",Southpaw,"Jan 06, 2000"
http://ufcstats.com/fighter-details/4729c93ba705a3bf,Kiefer Crosbie,"5' 11""",170 lbs.,"70""",Switch,"Apr 05, 1990"
http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,Melquizael Costa,"5' 10""",145 lbs.,"71""",Southpaw,"Sep 14, 1996"
http://ufcstats.com/fighter-details/7a5e8c94a86f9895,Chris Barnett,"5' 9""",261 lbs.,"75""",Orthodox,"Jun 14, 1986"
http://ufcstats.com/fighter-details/3329d692aea4dc28,Hamdy Abdelwahab,"6' 2""",265 lbs.,"72""",Southpaw,"Jan 22, 1993"
http://ufcstats.com/fighter-details/5ec591b78349ba7e,Christian Rodriguez,"5' 7""",145 lbs.,"71""",Orthodox,"Dec 17, 1997"
http://ufcstats.com/fighter-details/b6452706b373eea1,Renato Moicano,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989"
http://ufcstats.com/fighter-details/9560ff14eb3129f7,Giga Chikadze,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988"
http://ufcstats.com/fighter-details/132deb59abae64b1,Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988"
http://ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,"5' 10""",170 lbs.,"70""",Southpaw,"Oct 27, 1991"
http://ufcstats.com/fighter-details/d747eb273a40a920,Claudio Puelles,"5' 10""",155 lbs.,"72""",Southpaw,"Apr 21, 1996"
http://ufcstats.com/fighter-details/fa6796c55d6c5440,Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991"
http://ufcstats.com/fighter-details/c06d6b18862f9a53,Rodrigo Sezinando,"5' 9""",170 lbs.,"71""",Orthodox,"Dec 11, 1997"
http://ufcstats.com/fighter-details/e1d40e8782d80bc2,William Gomis,"6' 0""",145 lbs.,"73""",Southpaw,"Jun 13, 1997"
http://ufcstats.com/fighter-details/841695e02c99a521,Mansur Abdul-Malik,"6' 2""",185 lbs.,"80""",Orthodox,"Oct 07, 1997"
http://ufcstats.com/fighter-details/886264a0c9f4ea5e,Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990"
http://ufcstats.com/fighter-details/c03520b5c88ed6b4,Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991"
http://ufcstats.com/fighter-details/4948e412fa6ab67d,Ravena Oliveira,"5' 5""",115 lbs.,"65""",Orthodox,"Feb 20, 1997"
http://ufcstats.com/fighter-details/35673bf5204524ee,Bo Nickal,"6' 1""",185 lbs.,"76""",Southpaw,"Jan 14, 1996"
http://ufcstats.com/fighter-details/3d074044a33825e7,Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992"
http://ufcstats.com/fighter-details/d3f89fa685bd8420,Austin Bashi,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001"
http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,Robert Whittaker,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990"
http://ufcstats.com/fighter-details/ae7fe94f117f98cf,Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989"
http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985"
http://ufcstats.com/fighter-details/814e5233e2acf2ee,Charles Johnson,"5' 9""",125 lbs.,"70""",Switch,"Jan 10, 1991"
http://ufcstats.com/fighter-details/528b071cf3da7c56,Luana Carolina,"5' 6""",135 lbs.,"69""",Orthodox,"Jun 11, 1993"
http://ufcstats.com/fighter-details/e3964ece586e0635,Jacqueline Cavalcanti,"5' 8""",135 lbs.,"70""",Orthodox,"Aug 29, 1997"
http://ufcstats.com/fighter-details/d5bab53a1a603aac,Ryan Loder,"6' 2""",185 lbs.,"76""",Southpaw,"Jun 05, 1991"
http://ufcstats.com/fighter-details/5c637af9472ae7cc,Jamey-Lyn Horth,"5' 7""",125 lbs.,"66""",Orthodox,"Mar 30, 1990"
http://ufcstats.com/fighter-details/7826923b47f8d72a,Paddy Pimblett,"5' 10""",155 lbs.,"73""",Orthodox,"Jan 03, 1995"
http://ufcstats.com/fighter-details/f139d6836efd43dd,Yaroslav Amosov,"6' 0""",170 lbs.,"75""",Orthodox,"Sep 09, 1993"
http://ufcstats.com/fighter-details/3253b16d38ae087d,Julianna Pena,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 19, 1989"
http://ufcstats.com/fighter-details/09a4447655fd4b7b,Rafael Cerqueira,"6' 3""",205 lbs.,"76""",Southpaw,"Mar 15, 1990"
http://ufcstats.com/fighter-details/583ee11abddfc581,Nate Landwehr,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988"
http://ufcstats.com/fighter-details/efb96bf3e9ada36f,Song Yadong,"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997"
http://ufcstats.com/fighter-details/d8da10db80131bec,Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989"
http://ufcstats.com/fighter-details/f2b3f4ef3f780168,Nora Cornolle,"5' 7""",135 lbs.,"67""",Orthodox,"Dec 06, 1989"
http://ufcstats.com/fighter-details/c15fa95b9a12fde4,Junior Tafa,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996"
http://ufcstats.com/fighter-details/2bd98ab77a8daa75,Stewart Nicoll,"5' 5""",125 lbs.,"65""",Orthodox,"Apr 11, 1996"
http://ufcstats.com/fighter-details/333b9e5c723ac873,Aleksandar Rakic,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992"
http://ufcstats.com/fighter-details/48a9a128784d53d1,Elves Brener,"5' 10""",155 lbs.,"72""",Orthodox,"Sep 27, 1997"
http://ufcstats.com/fighter-details/2558ae2e5671e318,Khaos Williams,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994"
http://ufcstats.com/fighter-details/239d8e5359022f3b,Kevin Vallejos,"5' 7""",145 lbs.,"68""",Switch,"Dec 08, 2001"
http://ufcstats.com/fighter-details/71505842fb6455c3,Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991"
http://ufcstats.com/fighter-details/c0d5c0c95c59050b,Ariane Carnelossi,"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992"
http://ufcstats.com/fighter-details/69037fc7730e4225,Steven Nguyen,"5' 11""",145 lbs.,"73""",Switch,"May 19, 1993"
http://ufcstats.com/fighter-details/bd532e9a2b93870c,Melissa Mullins,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991"
http://ufcstats.com/fighter-details/6a96ad1bc34fb113,Ismail Naurdiev,"5' 10""",185 lbs.,"74""",Orthodox,"Aug 18, 1996"
http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,Charlie Campbell,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 03, 1995"
http://ufcstats.com/fighter-details/5c84f673b7bb7c15,Cameron Smotherman,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 17, 1997"
http://ufcstats.com/fighter-details/c814b4c899793af6,Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993"
http://ufcstats.com/fighter-details/476fe566d2df676e,Modestas Bukauskas,"6' 3""",205 lbs.,"76""",Switch,"Feb 10, 1994"
http://ufcstats.com/fighter-details/47b63240018d5d86,Rose Namajunas,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992"
http://ufcstats.com/fighter-details/ac0874309da489b9,Marek Bujlo,"6' 4""",265 lbs.,"77""",Orthodox,"Oct 10, 1992"
http://ufcstats.com/fighter-details/6a740daf1b279661,Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998"
http://ufcstats.com/fighter-details/563a1d42bb0e3cef,Tre'ston Vines,"6' 1""",185 lbs.,"79""",Orthodox,"Jun 18, 1996"
http://ufcstats.com/fighter-details/f5779a2303ed76ec,Valter Walker,"6' 6""",244 lbs.,"78""",Orthodox,"Dec 14, 1997"
http://ufcstats.com/fighter-details/955da1675ad58a50,Josh Hokit,"6' 1""",236 lbs.,"73""",Orthodox,"Nov 12, 1997"
http://ufcstats.com/fighter-details/809bd1a871491508,Terrance McKinney,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994"
http://ufcstats.com/fighter-details/ffe9703408fb5964,David Onama,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 07, 1994"
http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Roman Kopylov,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1992"
http://ufcstats.com/fighter-details/fc0a4053eb8a3a59,Nicolle Caliari,"5' 3""",125 lbs.,"62""",Orthodox,"Nov 04, 1996"
http://ufcstats.com/fighter-details/abb68e3c7ca128f2,Julia Polastri,"5' 2""",115 lbs.,"64""",Orthodox,"Mar 05, 1998"
http://ufcstats.com/fighter-details/72f890c5d421e705,Matheus Camilo,"5' 10""",155 lbs.,"69""",Orthodox,"Jan 02, 2001"
http://ufcstats.com/fighter-details/001eb2ab0f30e7ea,Mark Choinski,"5' 8""",155 lbs.,"69""",Orthodox,"Oct 22, 1995"
http://ufcstats.com/fighter-details/f748267c4ab6c127,Rhys McKee,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995"
http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Jack Hermansson,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 10, 1988"
http://ufcstats.com/fighter-details/29162be25ebef5f0,Luis Gurule,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 16, 1993"
http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,Zhang Mingyang,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 16, 1998"
http://ufcstats.com/fighter-details/792be9a24df82ed6,Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993"
http://ufcstats.com/fighter-details/feedf3053472fe56,Charles Radtke,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 09, 1990"
http://ufcstats.com/fighter-details/e4a47b07044ddd72,Ignacio Bahamondes,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997"
http://ufcstats.com/fighter-details/dccb63727f2f5f74,Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990"
http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987"
http://ufcstats.com/fighter-details/c21f26bbde777573,Johnny Walker,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992"
http://ufcstats.com/fighter-details/39d309957c5c210d,Mario Pinto,"6' 5""",265 lbs.,"79""",Orthodox,"Mar 14, 1998"
http://ufcstats.com/fighter-details/b4b496ec2197ee3e,Navajo Stirling,"6' 4""",205 lbs.,"79""",Orthodox,"Nov 07, 1997"
http://ufcstats.com/fighter-details/cdb7b38b1b357f26,Louie Sutherland,"6' 3""",264 lbs.,"76""",Orthodox,"Feb 08, 1994"
http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,Deiveson Figueiredo,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987"
http://ufcstats.com/fighter-details/eae48ff31db420c2,Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996"
http://ufcstats.com/fighter-details/13a0275fa13c4d26,Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984"
http://ufcstats.com/fighter-details/193b9d1858bc4df3,Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990"
http://ufcstats.com/fighter-details/c051c2e12d692b8a,Jesus Aguilar,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 13, 1996"
http://ufcstats.com/fighter-details/46e0d677f91bacc0,Miles Johns,"5' 7""",135 lbs.,"68""",Orthodox,"Mar 30, 1994"
http://ufcstats.com/fighter-details/e132d47bd9efbbe0,Rafa Garcia,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994"
http://ufcstats.com/fighter-details/08af939f41b5a57b,Beneil Dariush,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989"
http://ufcstats.com/fighter-details/6d68c1afe954f121,Ode Osbourne,"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992"
http://ufcstats.com/fighter-details/def8166ff24bd237,Brian Ortega,"5' 8""",155 lbs.,"69""",Switch,"Feb 21, 1991"
http://ufcstats.com/fighter-details/69898645d600abdb,Rodolfo Bellato,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996"
http://ufcstats.com/fighter-details/eff9074bc066f0f2,Bia Mesquita,"5' 4""",135 lbs.,"67""",Orthodox,"Apr 07, 1991"
http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,Abus Magomedov,"6' 2""",185 lbs.,"78""",Orthodox,"Sep 02, 1990"
http://ufcstats.com/fighter-details/fb37795db81f93f3,Bogdan Grad,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995"
http://ufcstats.com/fighter-details/ec13c393d029297d,Kaue Fernandes,"5' 9""",155 lbs.,"73""",Orthodox,"Mar 17, 1995"
http://ufcstats.com/fighter-details/f1d64ae34e088832,Charles Jourdain,"5' 9""",135 lbs.,"69""",Switch,"Nov 27, 1995"
http://ufcstats.com/fighter-details/28d421729451c8ca,Carlos Leal,"5' 11""",170 lbs.,"74""",Orthodox,"May 04, 1994"
http://ufcstats.com/fighter-details/6902fcf0610dd303,Jakub Wiklacz,"5' 10""",135 lbs.,"72""",Orthodox,"Sep 10, 1996"
http://ufcstats.com/fighter-details/64d47ef881a437a4,Cesar Almeida,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988"
http://ufcstats.com/fighter-details/98a58c26c5b1ed17,Patricio Freire,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 07, 1987"
http://ufcstats.com/fighter-details/1235b31de15d0c6e,Montserrat Conejo Ruiz,"5' 0""",115 lbs.,"61""",Southpaw,"Feb 03, 1993"
http://ufcstats.com/fighter-details/5b86d491d63890c5,Ludovit Klein,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995"
http://ufcstats.com/fighter-details/25f9a5f3e8a52618,Jhonata Diniz,"6' 4""",254 lbs.,"79""",Orthodox,"Jun 23, 1991"
http://ufcstats.com/fighter-details/5537efc6e496dd84,Aaron Pico,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 23, 1996"
http://ufcstats.com/fighter-details/9508cc6184cb2450,Eric McConico,"6' 0""",185 lbs.,"77""",Southpaw,"May 09, 1990"
http://ufcstats.com/fighter-details/b1de86d835638319,Luke Riley,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 30, 1999"
http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,Steve Garcia,"6' 0""",145 lbs.,"75""",Southpaw,"May 22, 1992"
http://ufcstats.com/fighter-details/7478b7f959ba61f5,Elijah Smith,"5' 9""",135 lbs.,"71""",Orthodox,"Sep 05, 2002"
http://ufcstats.com/fighter-details/31f8081c7600da93,Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991"
http://ufcstats.com/fighter-details/6e743a33d56bdaa4,Payton Talbott,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998"
http://ufcstats.com/fighter-details/27b388f0aab49780,Dione Barbosa,"5' 6""",125 lbs.,"66""",Orthodox,"May 08, 1992"
http://ufcstats.com/fighter-details/0e46690e55a8df75,Timmy Cuamba,"5' 9""",135 lbs.,"71""",Orthodox,"Feb 08, 1999"
http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,Alex Perez,"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992"
